Episode,Win,Turns,Reward,Seat
161,0,49,1.446153846153846,2
162,0,73,2.169230769230769,2
163,0,49,1.2923076923076924,2
164,0,37,0.9307692307692309,3
165,0,238,8.30769230769231,2
166,0,64,1.6538461538461537,3
167,0,79,2.915384615384615,1
168,0,214,7.738461538461541,2
169,0,295,8.907692307692312,3
170,0,85,2.5307692307692307,3
171,0,124,4.6692307692307695,0
172,0,70,2.861538461538461,1
173,0,300,9.500000000000004,1
174,0,300,8.884615384615389,0
175,0,244,7.000000000000002,3
176,0,286,8.984615384615388,0
177,0,286,8.75384615384616,2
178,0,136,3.7999999999999985,0
179,0,103,3.0999999999999996,0
180,0,289,11.830769230769233,2
181,0,300,9.500000000000007,1
182,0,238,7.8461538461538485,0
183,0,85,1.2230769230769227,1
184,0,79,2.6846153846153844,0
185,0,52,1.7307692307692308,0
186,0,67,2.3461538461538463,3
187,0,73,1.476923076923077,3
188,0,127,3.9769230769230766,0
189,0,55,1.2692307692307694,0
190,0,34,1.3923076923076922,2
191,0,61,1.576923076923077,1
192,0,300,9.346153846153852,2
193,0,67,1.5,3
194,0,43,1.3923076923076922,3
195,0,286,8.98461538461539,1
196,0,300,-45.34615384615384,3
197,0,67,2.4,1
198,0,300,9.653846153846159,1
199,0,37,0.6230769230769232,3
200,0,300,8.576923076923082,1
201,0,85,2.3769230769230765,1
202,0,202,6.607692307692308,0
203,0,181,3.7307692307692304,2
204,0,115,2.792307692307692,3
205,0,300,10.884615384615389,0
206,0,300,10.423076923076927,0
207,0,55,1.576923076923077,0
208,0,31,1.4692307692307693,0
209,0,300,-48.42307692307692,3
210,0,82,1.6846153846153844,2
211,0,25,0.3384615384615385,3
212,0,187,6.16923076923077,1
213,0,121,2.9999999999999996,1
214,0,300,11.192307692307695,0
215,0,214,6.661538461538464,1
216,0,300,10.576923076923082,0
217,0,70,1.7076923076923074,2
218,0,283,8.753846153846158,1
219,0,300,9.730769230769237,0
220,0,217,5.815384615384616,1
221,0,109,3.4846153846153833,3
222,0,103,3.407692307692307,1
223,0,300,11.038461538461544,2
224,0,300,12.038461538461542,1
225,0,118,3.8461538461538454,1
226,0,97,3.6615384615384614,1
227,0,40,1.7000000000000002,2
228,0,49,3.446153846153846,1
229,0,300,9.192307692307695,0
230,0,103,2.507692307692307,3
231,0,97,3.738461538461538,2
232,0,61,1.8076923076923075,2
233,0,300,11.576923076923082,1
234,0,106,4.1,0
235,0,100,3.099999999999999,0
236,0,97,1.5076923076923072,3
237,0,91,3.353846153846153,1
238,0,79,2.4538461538461536,0
239,0,73,2.7076923076923074,2
240,0,25,0.876923076923077,2
241,0,100,3.4307692307692306,3
242,0,256,6.515384615384617,2
243,0,300,-41.57692307692307,3
244,0,139,4.6461538461538465,0
245,0,268,10.00769230769231,0
246,0,157,4.315384615384615,3
247,0,118,4.615384615384616,2
248,0,109,3.33076923076923,3
249,0,115,3.33076923076923,3
250,0,300,7.1153846153846185,2
251,0,300,10.423076923076925,0
252,0,300,9.500000000000004,0
253,0,163,5.907692307692308,0
254,0,70,2.5538461538461537,2
255,0,61,1.4230769230769234,2
256,0,103,4.253846153846154,0
257,0,67,1.423076923076923,3
258,0,61,1.5769230769230766,3
259,0,40,1.3153846153846154,2
260,0,220,7.123076923076924,3
261,0,163,4.446153846153846,0
262,0,91,2.146153846153846,3
263,0,286,8.21538461538462,2
264,0,28,0.2615384615384616,3
265,0,97,2.353846153846153,1
266,0,58,1.423076923076923,2
267,0,88,2.146153846153846,3
268,0,82,2.2230769230769227,1
269,0,300,9.192307692307695,2
270,0,300,10.576923076923086,1
271,0,46,1.830769230769231,0
272,0,61,2.0384615384615383,2
273,0,145,3.5692307692307685,3
274,0,91,1.2999999999999998,3
275,0,300,10.34615384615385,2
276,0,85,2.223076923076923,1
277,0,70,1.9384615384615382,1
278,0,300,-38.80769230769231,3
279,0,58,0.8846153846153847,2
280,0,300,9.730769230769234,2
281,0,133,3.1307692307692307,1
282,0,300,8.80769230769231,2
283,0,300,-44.5,3
284,0,300,10.807692307692312,2
285,0,300,8.653846153846155,2
286,0,97,2.892307692307692,2
287,0,67,1.423076923076923,3
288,0,160,4.215384615384615,0
289,0,67,2.4769230769230766,0
290,0,300,9.807692307692312,2
291,0,61,0.8846153846153847,3
292,0,61,1.6538461538461537,3
293,0,178,7.423076923076925,2
294,0,115,3.3076923076923066,1
295,0,76,1.5538461538461537,3
296,0,300,9.192307692307695,1
297,0,82,1.7615384615384615,0
298,0,67,1.6307692307692307,0
299,0,88,3.6076923076923078,3
300,0,34,0.5461538461538462,1
301,0,88,2.8153846153846147,0
302,0,300,9.961538461538463,2
303,0,300,-48.34615384615385,3
304,0,37,0.5461538461538463,1
305,0,127,3.4384615384615382,1
306,0,148,4.315384615384615,0
307,0,300,-42.88461538461539,3
308,0,40,0.6769230769230771,0
309,0,160,5.984615384615386,0
310,0,181,5.500000000000002,3
311,0,49,0.9076923076923077,2
312,0,100,2.738461538461538,3
313,0,124,4.153846153846153,3
314,0,73,1.0153846153846156,1
315,0,136,3.9538461538461527,0
316,0,157,7.084615384615385,3
317,0,112,4.230769230769231,0
318,0,238,8.000000000000002,2
319,0,175,6.5769230769230775,1
320,0,79,3.223076923076923,0
321,0,25,0.3384615384615385,1
322,0,70,2.246153846153846,0
323,0,169,5.292307692307692,3
324,0,277,7.5461538461538495,3
325,0,52,1.9615384615384612,0
326,0,88,2.8923076923076922,0
327,0,67,1.346153846153846,3
328,0,94,2.353846153846154,2
329,0,49,1.9076923076923076,2
330,0,37,1.0846153846153848,3
331,0,232,7.100000000000001,3
332,0,43,1.9076923076923076,1
333,0,300,9.423076923076927,0
334,0,43,1.5999999999999996,0
335,0,300,9.115384615384619,2
336,0,58,2.5,0
337,0,70,1.7846153846153845,2
338,0,40,0.7769230769230769,2
339,0,70,2.5538461538461537,0
340,0,85,2.5307692307692307,3
341,0,229,8.71538461538462,2
342,0,43,1.4461538461538461,0
343,0,82,2.2230769230769227,1
344,0,154,3.469230769230769,0
345,0,300,10.346153846153852,1
346,0,300,-46.730769230769226,3
347,0,55,1.1923076923076923,1
348,0,300,11.11538461538462,1
349,0,97,3.738461538461538,3
350,0,112,2.869230769230769,2
351,0,67,2.015384615384615,0
352,0,100,2.661538461538461,3
353,0,76,2.0153846153846153,3
354,0,100,3.484615384615384,0
355,0,73,1.7076923076923078,3
356,0,148,2.6230769230769226,0
357,0,112,3.153846153846153,0
358,0,300,10.269230769230775,0
359,0,40,0.5461538461538463,3
360,0,300,-49.03846153846153,3
361,0,103,2.3307692307692305,0
362,0,79,1.6076923076923075,1
363,0,97,3.2769230769230764,1
364,0,127,3.5153846153846153,1
365,0,241,8.692307692307697,1
366,0,28,0.2615384615384616,3
367,0,133,3.3615384615384616,2
368,0,55,0.5230769230769232,3
369,0,118,3.8461538461538454,2
370,0,85,0.684615384615385,3
371,0,55,1.423076923076923,0
372,0,112,2.946153846153846,2
373,0,82,3.2230769230769227,2
374,0,73,2.2461538461538457,3
375,0,49,0.44615384615384623,3
376,0,300,-41.88461538461539,3
377,0,300,-48.26923076923077,3
378,0,166,4.90769230769231,1
379,0,52,1.3461538461538458,0
380,0,300,9.730769230769235,1
381,0,64,2.192307692307692,3
382,0,300,9.730769230769235,2
383,0,94,2.738461538461538,2
384,0,115,4.153846153846154,1
385,0,136,4.053846153846154,3
386,0,97,3.2769230769230764,1
387,0,178,6.26923076923077,1
388,0,178,5.5769230769230775,2
389,0,300,8.807692307692312,2
390,0,52,1.2153846153846155,2
391,0,160,3.7769230769230764,2
392,0,300,-52.42307692307692,3
393,0,103,2.8923076923076914,3
394,0,88,1.8384615384615381,2
395,0,73,1.6307692307692305,1
396,0,300,-48.730769230769226,3
397,0,97,3.123076923076922,1
398,0,100,1.9692307692307693,2
399,0,300,10.807692307692314,0
400,0,37,1.0076923076923077,1
401,0,109,2.1,2
402,0,300,8.807692307692312,0
403,0,55,1.2923076923076922,3
404,0,142,4.107692307692307,2
405,0,37,0.7769230769230769,2
406,0,226,8.946153846153852,2
407,0,300,-42.42307692307692,3
408,0,88,2.8153846153846147,0
409,0,214,7.353846153846158,1
410,0,300,8.961538461538463,2
411,0,300,-42.11538461538461,3
412,0,300,10.34615384615385,0
413,0,76,2.4538461538461536,0
414,0,127,4.2846153846153845,1
415,0,300,7.653846153846155,0
416,0,300,-44.11538461538461,3
417,0,112,2.7923076923076913,3
418,0,34,1.4692307692307693,0
419,0,121,2.692307692307692,2
420,0,103,3.715384615384615,0
421,0,91,3.6076923076923073,3
422,0,61,0.8846153846153847,3
423,0,295,9.830769230769237,3
424,0,229,10.330769230769235,2
425,0,300,-46.42307692307692,3
426,0,94,3.0461538461538455,2
427,0,79,2.4769230769230766,3
428,0,46,1.6,0
429,0,300,-45.11538461538461,3
430,0,94,3.3538461538461535,1
431,0,130,4.207692307692307,0
432,0,300,11.653846153846157,1
433,0,300,-47.96153846153846,3
434,0,300,10.500000000000004,1
435,0,46,1.6769230769230767,2
436,0,82,1.8384615384615386,0
437,0,300,-43.42307692307692,3
438,0,91,2.838461538461538,3
439,0,79,2.223076923076923,1
440,0,151,3.7230769230769227,3
441,0,79,2.915384615384615,1
442,0,76,2.6076923076923073,0
443,0,82,1.9153846153846152,1
444,0,43,1.6769230769230767,1
445,0,70,2.0153846153846153,2
446,0,61,2.192307692307692,1
447,0,274,10.00769230769231,1
448,0,109,2.7923076923076917,1
449,0,300,11.346153846153854,2
450,0,300,10.961538461538469,2
451,0,64,0.6538461538461539,3
452,0,172,4.2153846153846155,2
453,0,300,-50.96153846153846,3
454,0,112,3.023076923076923,2
455,0,109,3.253846153846153,3
456,0,103,2.869230769230769,0
457,0,106,3.1,2
458,0,94,2.5846153846153848,1
459,0,40,2.0615384615384613,0
460,0,133,3.13076923076923,1
461,0,70,1.2461538461538462,2
462,0,300,9.11538461538462,0
463,0,97,3.2769230769230764,2
464,0,250,9.515384615384617,1
465,0,112,3.3307692307692305,2
466,0,124,2.8461538461538463,3
467,0,58,1.5769230769230766,2
468,0,55,2.0384615384615383,1
469,0,160,5.392307692307693,3
470,0,76,2.323076923076923,3
471,0,112,2.1769230769230767,2
472,0,64,2.038461538461538,2
473,0,106,2.561538461538461,0
474,0,58,1.9615384615384617,0
475,0,73,2.861538461538461,3
476,0,55,1.3692307692307693,3
477,0,40,0.3153846153846154,3
478,0,187,5.9384615384615405,0
479,0,300,11.500000000000005,0
480,0,76,2.092307692307692,2
481,0,100,2.5615384615384613,0
482,0,295,9.369230769230775,3
483,0,73,2.4769230769230766,1
484,0,286,9.75384615384616,0
485,0,300,8.961538461538465,1
486,0,61,0.9615384615384618,1
487,0,31,0.876923076923077,3
488,0,300,9.192307692307697,2
489,0,97,3.5076923076923077,1
490,0,300,9.576923076923082,1
491,0,49,2.1384615384615384,3
492,0,300,9.269230769230775,1
493,0,130,4.592307692307692,0
494,0,85,2.2999999999999994,2
495,0,300,-47.03846153846153,3
496,0,300,9.192307692307695,0
497,0,58,1.2692307692307694,1
498,0,52,2.1384615384615384,3
499,0,28,0.5692307692307692,2
500,0,300,9.884615384615389,0
501,0,85,2.4538461538461536,3
502,0,88,2.376923076923077,2
503,0,37,1.3923076923076922,1
504,0,300,-47.19230769230769,3
505,0,76,1.8615384615384611,3
506,0,85,2.607692307692307,2
507,0,94,2.6615384615384614,1
508,0,103,2.8153846153846156,3
509,0,145,3.9538461538461536,2
510,0,70,2.5538461538461537,2
511,0,79,2.6076923076923073,0
512,0,241,6.384615384615388,1
513,0,172,5.36923076923077,2
514,0,85,3.992307692307692,1
515,0,61,1.9615384615384612,3
516,0,196,5.7076923076923105,3
517,0,31,0.9307692307692309,0
518,0,43,0.6000000000000001,1
519,0,300,-48.03846153846153,3
520,0,214,5.815384615384615,0
521,0,166,3.523076923076923,2
522,0,79,2.453846153846153,0
523,0,94,2.276923076923077,0
524,0,130,4.6692307692307695,0
525,0,151,4.776923076923078,0
526,0,82,3.3,0
527,0,118,2.461538461538461,0
528,0,94,3.1230769230769226,2
529,0,64,1.7846153846153845,0
530,0,79,1.9923076923076923,1
531,0,61,1.1153846153846154,1
532,0,300,10.269230769230775,0
533,0,103,3.0230769230769226,0
534,0,300,11.653846153846159,2
535,0,82,2.7615384615384615,2
536,0,235,7.176923076923078,3
537,0,300,10.884615384615389,0
538,0,28,0.7230769230769231,3
539,0,103,3.0461538461538455,3
540,0,115,2.1769230769230767,3
541,0,300,10.576923076923084,2
542,0,100,2.946153846153846,0
543,0,100,1.5076923076923077,3
544,0,300,10.269230769230775,0
545,0,61,1.5769230769230766,2
546,0,300,9.192307692307697,1
547,0,145,5.646153846153847,1
548,0,169,5.2153846153846155,2
549,0,40,0.9307692307692309,2
550,0,85,2.53076923076923,1
551,0,112,4.230769230769231,0
552,0,187,5.500000000000002,3
553,0,196,6.47692307692308,2
554,0,300,9.192307692307697,0
555,0,193,6.938461538461541,1
556,0,103,2.0999999999999996,0
557,0,166,3.9076923076923067,1
558,0,300,9.500000000000005,1
559,0,94,2.5846153846153848,0
560,0,115,2.9999999999999996,1
561,0,127,3.6692307692307686,1
562,0,16,0.13076923076923078,2
563,0,118,3.692307692307692,1
564,0,52,1.1384615384615384,2
565,0,205,6.376923076923079,2
566,0,300,11.730769230769235,2
567,0,97,2.892307692307692,1
568,0,115,3.1538461538461533,1
569,0,61,1.3461538461538463,2
570,0,136,4.746153846153845,2
571,0,142,3.7230769230769227,2
572,0,76,1.5307692307692309,0
573,0,61,2.346153846153846,2
574,0,73,2.0923076923076915,3
575,0,142,4.56923076923077,2
576,0,151,3.492307692307692,3
577,0,94,1.892307692307692,1
578,0,76,1.0923076923076924,2
579,0,211,7.6615384615384645,1
580,0,76,2.6076923076923073,0
581,0,106,3.6384615384615375,0
582,0,85,1.9153846153846152,2
583,0,91,1.6076923076923075,3
584,0,298,10.653846153846157,1
585,0,238,8.153846153846157,1
586,0,58,0.8846153846153847,0
587,0,115,3.6923076923076916,0
588,0,148,4.7,0
589,0,73,2.169230769230769,1
590,0,157,4.546153846153846,2
591,0,85,3.2230769230769227,2
592,0,49,1.3692307692307693,1
593,0,88,1.6076923076923075,2
594,0,300,8.730769230769234,2
595,0,109,3.099999999999999,3
596,0,289,8.67692307692308,3
597,0,1,0,3
598,0,300,-42.65384615384615,3
599,0,58,1.8846153846153841,0
600,0,97,2.738461538461538,2
601,0,241,6.2307692307692335,1
602,0,85,1.7615384615384615,1
603,0,49,0.9846153846153846,1
604,0,61,1.1923076923076923,1
605,0,97,1.969230769230769,1
606,0,109,3.5615384615384613,2
607,0,73,2.3230769230769224,3
608,0,300,-45.96153846153845,3
609,0,300,8.961538461538465,0
610,0,94,2.123076923076923,1
611,0,61,1.1153846153846154,1
612,0,103,2.584615384615384,3
613,0,300,9.500000000000004,2
614,0,223,7.561538461538463,0
615,0,82,2.8384615384615386,2
616,0,241,9.61538461538462,2
617,0,61,1.5,1
618,0,172,5.6000000000000005,3
619,0,172,4.984615384615385,2
620,0,88,1.6076923076923078,3
621,0,76,1.2461538461538462,3
622,0,300,-51.57692307692307,3
623,0,61,1.7307692307692306,2
624,0,82,2.1461538461538456,1
625,0,94,3.276923076923076,2
626,0,148,4.723076923076923,2
627,0,37,1.0076923076923077,3
628,0,52,1.1384615384615386,2
629,0,109,2.715384615384615,2
630,0,94,3.507692307692307,0
631,0,175,4.576923076923077,1
632,0,40,0.6230769230769232,3
633,0,58,2.115384615384615,1
634,0,226,7.946153846153848,0
635,0,103,2.8692307692307693,0
636,0,300,8.192307692307695,2
637,0,82,1.3769230769230767,0
638,0,109,2.5615384615384618,2
639,0,124,4.076923076923077,3
640,0,181,6.807692307692309,3
641,0,61,0.5000000000000001,3
642,0,112,2.792307692307692,3
643,0,142,3.6461538461538456,1
644,0,70,2.6307692307692303,2
645,0,100,3.715384615384615,0
646,0,52,1.6,3
647,0,37,0.23846153846153847,2
648,0,157,7.315384615384618,1
649,0,300,9.038461538461542,1
650,0,166,4.369230769230771,1
651,0,112,3.4615384615384612,0
652,0,61,1.653846153846154,2
653,0,300,10.730769230769242,2
654,0,300,-49.34615384615385,3
655,0,154,3.8538461538461526,1
656,0,109,2.4846153846153842,2
657,0,46,0.7538461538461539,2
658,0,300,-52.19230769230769,3
659,0,136,3.053846153846153,2
660,0,55,1.8076923076923075,1
661,0,91,2.661538461538461,1
662,0,300,10.961538461538467,1
663,0,163,3.853846153846153,3
664,0,292,8.292307692307697,2
665,0,300,9.038461538461544,1
666,0,85,2.6846153846153844,3
667,0,300,10.42307692307693,1
668,0,103,2.5846153846153843,3
669,0,136,4.338461538461538,0
670,0,300,8.423076923076927,1
671,0,64,2.115384615384615,3
672,0,106,2.6384615384615384,2
673,0,166,4.292307692307692,1
674,0,112,3.3846153846153846,0
675,0,300,9.192307692307697,0
676,0,136,4.284615384615385,2
677,0,142,3.9538461538461536,0
678,0,300,8.500000000000004,1
679,0,300,-53.03846153846153,3
680,0,211,8.661538461538465,1
681,0,300,7.5000000000000036,0
682,0,256,7.900000000000004,3
683,0,300,10.653846153846155,0
684,0,97,2.507692307692307,1
685,0,136,4.6692307692307695,3
686,0,40,1.3692307692307693,0
687,0,79,1.8384615384615386,0
688,0,133,2.976923076923077,3
689,0,208,8.123076923076926,0
690,0,43,0.44615384615384623,1
691,0,127,3.7461538461538457,0
692,0,300,9.115384615384617,2
693,0,118,4.692307692307693,2
694,0,300,7.34615384615385,1
695,0,67,1.6538461538461537,3
696,0,300,9.038461538461544,0
697,0,40,1.0076923076923077,3
698,0,300,8.730769230769237,0
699,0,109,3.946153846153845,2
700,0,79,2.1461538461538456,0
701,0,112,3.7923076923076917,2
702,0,115,3.923076923076923,1
703,0,97,2.4307692307692306,3
704,0,300,11.65384615384616,1
705,0,79,2.2230769230769227,0
706,0,106,3.023076923076923,0
707,0,300,11.500000000000005,2
708,0,25,0.7230769230769232,1
709,0,106,3.2538461538461534,0
710,0,300,8.80769230769231,0
711,0,244,7.538461538461541,2
712,0,61,2.2692307692307687,1
713,0,49,1.369230769230769,1
714,0,88,3.0461538461538455,0
715,0,300,7.961538461538465,1
716,0,187,5.092307692307693,0
717,0,100,3.5615384615384613,0
718,0,145,4.107692307692307,2
719,0,46,0.9076923076923077,1
720,0,217,5.969230769230772,1
721,0,97,1.5846153846153848,1
722,0,97,2.661538461538461,1
723,0,298,10.730769230769237,0
724,0,64,1.6538461538461537,2
725,0,58,1.5769230769230769,2
726,0,300,8.730769230769234,2
727,0,58,3.269230769230769,1
728,0,94,2.3538461538461535,0
729,0,82,1.7615384615384613,2
730,0,43,2.215384615384615,1
731,0,106,2.8692307692307684,0
732,0,40,1.0076923076923077,2
733,0,139,4.261538461538461,1
734,0,300,10.961538461538467,0
735,0,166,5.061538461538461,1
736,0,124,3.7692307692307687,2
737,0,300,8.038461538461544,0
738,0,79,0.9384615384615388,3
739,0,70,2.092307692307692,0
740,0,37,1.1615384615384614,3
741,0,52,1.5999999999999996,2
742,0,112,2.3307692307692305,2
743,0,300,8.038461538461542,0
744,0,55,1.5769230769230769,1
745,0,55,1.7307692307692308,1
746,0,118,3.7692307692307687,1
747,0,300,-45.19230769230769,3
748,0,115,3.153846153846153,1
749,0,100,3.0461538461538455,3
750,0,109,4.561538461538461,1
751,0,247,8.230769230769235,3
752,0,300,11.961538461538465,2
753,0,37,1.0076923076923077,2
754,0,37,0.9307692307692309,1
755,0,88,2.3769230769230765,2
756,0,79,2.992307692307692,1
757,0,106,1.253846153846154,2
758,0,253,7.976923076923081,2
759,0,300,8.653846153846157,2
760,0,37,1.546153846153846,2
761,0,85,2.2230769230769227,2
762,0,300,10.807692307692312,1
763,0,238,5.538461538461541,1
764,0,82,1.9153846153846152,0
765,0,133,3.13076923076923,2
766,0,94,3.1230769230769226,2
767,0,241,8.615384615384617,1
768,0,52,1.6,3
769,0,88,2.5307692307692307,3
770,0,145,3.569230769230769,2
771,0,300,11.269230769230774,1
772,0,253,7.284615384615388,1
773,0,76,2.7846153846153845,3
774,0,97,2.1999999999999997,1
775,0,100,2.715384615384615,0
776,0,40,1.2153846153846155,0
777,0,109,3.3307692307692296,2
778,0,196,4.992307692307693,0
779,0,241,6.000000000000002,2
780,0,300,9.884615384615389,1
781,0,118,3.615384615384615,2
782,0,49,1.0615384615384615,2
783,0,300,7.038461538461543,1
784,0,85,2.376923076923077,1
785,0,300,8.57692307692308,1
786,0,235,5.407692307692309,3
787,0,235,9.538461538461542,1
788,0,142,4.03076923076923,1
789,0,187,5.015384615384615,0
790,0,46,0.5230769230769231,1
791,0,76,1.9384615384615387,2
792,0,82,3.069230769230769,2
793,0,103,1.738461538461538,3
794,0,88,2.4538461538461536,3
795,0,64,2.015384615384615,0
796,0,300,9.500000000000005,1
797,0,142,5.338461538461539,2
798,0,300,8.423076923076929,1
799,0,300,-48.192307692307686,3
800,0,64,2.5769230769230766,2
801,0,73,1.6307692307692307,3
802,0,106,2.9461538461538455,2
803,0,46,1.9076923076923076,2
804,0,229,6.023076923076926,1
805,0,49,1.1384615384615384,3
806,0,43,0.9076923076923077,0
807,0,300,-46.96153846153846,3
808,0,64,2.0384615384615383,2
809,0,130,3.669230769230768,0
810,0,300,10.346153846153848,1
811,0,100,3.1999999999999993,3
812,0,220,5.892307692307693,3
813,0,64,1.476923076923077,0
814,0,88,2.276923076923077,0
815,0,73,1.9384615384615387,2
816,0,34,1.0846153846153845,0
817,0,163,2.83076923076923,0
818,0,73,1.9384615384615387,3
819,0,300,9.34615384615385,1
820,0,73,2.4769230769230766,3
821,0,94,2.3538461538461535,0
822,0,40,0.9076923076923079,0
823,0,121,4.076923076923077,1
824,0,300,9.346153846153854,1
825,0,70,1.2461538461538462,2
826,0,151,4.2384615384615385,1
827,0,300,10.34615384615385,0
828,0,300,8.653846153846157,0
829,0,300,8.884615384615389,1
830,0,211,7.969230769230773,1
831,0,88,2.838461538461538,3
832,0,19,0.2076923076923077,3
833,0,97,2.43076923076923,3
834,0,97,2.276923076923077,3
835,0,85,1.7615384615384615,3
836,0,300,-44.80769230769231,3
837,0,300,9.884615384615387,0
838,0,82,1.9923076923076923,0
839,0,300,8.730769230769235,2
840,0,73,2.092307692307692,2
841,0,300,9.346153846153848,0
842,0,300,-42.26923076923077,3
843,0,16,0.2076923076923077,3
844,0,300,-46.11538461538461,3
845,0,76,3.2999999999999994,0
846,0,40,1.0076923076923077,3
847,0,76,2.9923076923076914,0
848,0,91,2.046153846153846,0
849,0,70,2.0153846153846153,2
850,0,175,4.753846153846155,3
851,0,97,2.276923076923077,2
852,0,300,12.576923076923084,2
