Player,Win Rate,Win CI,Economic Performance,Jhyap Success Rate,Cards Discarded,Risk Assessment
Player_0_aggressive,35.05859375,2.922565029385889,6.1552734375,76.16822429906543,1.1015625,-0.18385982345474278
Player_1_conservative,19.43359375,2.423592773495344,-2.23046875,93.65079365079364,1.1064453125,-0.17951426874731394
Player_2_balanced,25.09765625,2.655647206629959,0.07421875,80.59071729957806,1.107421875,-0.2773978274643077
Player_3_opportunistic,20.41015625,2.468641831044279,-3.9990234375,72.1030042918455,1.1279296875,-0.3438567931644346
