Episode,Win,Turns,Reward,Seat
205,0,217,8.046153846153848,2
206,1,202,57.70769230769231,3
207,0,193,-32.52307692307692,0
208,1,300,22.34615384615384,0
209,1,300,21.115384615384613,0
210,1,300,84.8076923076923,3
211,0,97,2.661538461538461,3
212,0,67,4.707692307692308,0
213,0,70,1.8615384615384611,2
214,1,253,46.97692307692308,0
215,0,139,3.3615384615384607,3
216,0,88,1.661538461538461,0
217,0,103,3.123076923076923,3
218,1,286,52.7,3
219,0,300,13.269230769230772,2
220,0,300,-4.423076923076923,3
221,0,25,1.7230769230769232,3
222,0,300,15.884615384615389,2
223,1,300,24.499999999999993,2
224,1,300,13.038461538461545,0
225,1,300,18.423076923076927,1
226,0,64,2.4,0
227,0,127,3.0,3
228,1,109,44.56153846153846,0
229,0,58,-40.16923076923077,3
230,0,300,9.807692307692308,3
231,0,25,0.876923076923077,3
232,0,88,2.992307692307692,3
233,1,300,11.423076923076923,0
234,0,300,-7.730769230769223,3
235,1,300,23.269230769230766,0
236,1,300,116.1923076923077,3
237,0,115,5.3076923076923075,0
238,0,67,4.346153846153847,3
239,0,67,2.5538461538461537,1
240,0,133,4.746153846153846,2
241,0,58,1.1153846153846154,2
242,0,289,-54.32307692307691,0
243,0,67,1.9384615384615387,0
244,0,46,1.9076923076923076,0
245,0,300,19.423076923076927,2
246,0,300,19.57692307692308,2
247,1,300,106.65384615384616,3
248,1,300,19.26923076923077,1
249,0,37,1.0846153846153845,3
250,0,300,17.884615384615387,0
251,0,300,17.500000000000007,1
252,0,115,4.153846153846153,1
253,0,64,2.4999999999999996,2
254,1,166,51.853846153846156,3
255,1,196,53.246153846153845,1
256,0,67,2.2461538461538457,1
257,1,73,56.47692307692308,0
258,0,300,17.346153846153847,2
259,0,61,-80.42307692307692,0
260,1,244,45.307692307692314,1
261,1,300,16.423076923076927,0
262,0,55,1.6,3
263,0,145,4.723076923076925,1
264,1,199,77.16923076923078,2
265,1,178,47.44615384615385,3
266,0,49,1.215384615384615,3
267,1,300,22.038461538461537,2
268,1,64,48.80769230769231,1
269,0,205,6.223076923076925,3
270,0,28,1.3384615384615386,2
271,0,118,-36.9,3
272,1,300,24.115384615384606,0
273,1,154,57.49230769230769,3
274,1,178,55.98461538461539,3
275,1,208,76.91538461538462,1
276,0,49,1.2923076923076924,2
277,0,112,4.330769230769231,2
278,0,49,0.7538461538461539,1
279,0,79,2.146153846153846,1
280,0,205,6.83846153846154,1
281,0,73,2.861538461538461,1
282,0,28,0.5461538461538461,0
283,0,70,1.246153846153846,0
284,0,40,2.007692307692307,3
285,1,58,70.06153846153846,3
286,0,52,4.369230769230769,2
287,0,37,3.3923076923076922,2
288,0,73,1.707692307692307,2
289,0,100,2.715384615384615,0
290,0,31,1.1846153846153846,3
291,0,52,2.446153846153846,2
292,0,55,1.7307692307692308,1
293,0,300,19.115384615384617,0
294,1,300,20.653846153846153,0
295,1,244,56.92307692307693,1
296,1,103,73.96923076923076,2
297,0,300,11.192307692307699,0
298,0,49,2.369230769230769,3
299,0,82,3.146153846153846,1
300,0,64,1.346153846153846,2
301,0,300,-3.8846153846153904,3
302,1,300,22.192307692307686,1
303,0,300,19.80769230769231,1
304,0,178,-32.63076923076923,3
305,1,148,38.261538461538464,1
306,0,85,2.761538461538461,1
307,0,112,3.8692307692307684,2
308,0,76,1.5538461538461539,2
309,0,91,4.223076923076923,3
310,0,79,2.6846153846153844,0
311,0,100,-52.95384615384616,1
312,1,208,70.06923076923077,1
313,1,300,79.1923076923077,3
314,0,73,3.015384615384615,1
315,0,70,2.784615384615384,2
316,0,205,-45.0076923076923,0
317,0,58,0.038461538461538464,1
318,0,184,-38.42307692307692,1
319,0,259,-42.715384615384615,2
320,0,300,7.653846153846159,3
321,0,300,13.884615384615385,2
322,0,124,6.384615384615386,2
323,1,300,20.192307692307686,1
324,0,70,2.3999999999999995,1
325,0,49,1.9846153846153842,1
326,0,124,4.230769230769232,2
327,0,28,2.315384615384615,0
328,1,268,46.56923076923077,1
329,0,55,2.215384615384615,3
330,0,58,0.576923076923077,2
331,0,300,22.73076923076923,2
332,1,133,63.59230769230769,0
333,0,300,12.269230769230775,2
334,0,130,-41.230769230769226,3
335,0,70,1.1692307692307693,0
336,1,235,71.25384615384615,2
337,0,25,0.8,3
338,0,73,3.169230769230769,3
339,0,91,2.2769230769230773,0
340,1,289,83.44615384615385,0
341,0,34,0.8538461538461539,2
342,1,300,20.884615384615383,1
343,1,124,53.23076923076923,1
344,1,300,20.730769230769226,1
345,1,300,19.11538461538462,1
346,0,181,-45.653846153846146,0
347,0,70,2.3999999999999995,1
348,1,300,18.96153846153846,2
349,1,300,18.653846153846157,1
350,0,64,2.423076923076923,2
351,1,163,46.238461538461536,2
352,0,70,1.0923076923076924,1
353,0,300,16.653846153846153,0
354,1,300,23.499999999999993,0
355,1,300,19.115384615384613,2
356,1,300,90.80769230769232,3
357,0,283,-47.83846153846154,2
358,0,300,14.73076923076923,0
359,0,49,1.369230769230769,1
360,1,300,19.576923076923077,2
361,0,121,4.307692307692309,2
362,1,300,21.5,2
363,1,300,21.26923076923077,1
364,0,300,7.884615384615385,3
365,1,300,18.961538461538456,1
366,0,300,22.19230769230769,2
367,0,247,10.153846153846159,3
368,0,61,3.423076923076923,2
369,0,300,14.500000000000009,0
370,0,67,2.7076923076923074,0
371,0,43,0.7769230769230769,3
372,0,300,-4.19230769230769,3
373,0,64,2.807692307692308,2
374,1,271,72.1076923076923,2
375,0,61,2.5769230769230766,3
376,0,97,2.0461538461538455,3
377,1,300,23.730769230769226,1
378,0,112,-49.746153846153845,1
379,1,300,22.038461538461537,2
380,0,94,3.738461538461538,2
381,0,136,7.361538461538463,3
382,0,46,0.8307692307692309,1
383,1,142,57.59230769230769,3
384,0,67,2.038461538461538,3
385,1,238,84.40769230769232,3
386,0,85,3.3,2
387,0,61,2.5,2
388,0,67,1.346153846153846,3
389,0,43,1.0615384615384618,1
390,0,70,3.7846153846153845,1
391,0,43,2.0615384615384613,0
392,1,202,51.400000000000006,3
393,0,300,14.653846153846152,0
394,1,300,19.80769230769231,1
395,0,64,2.9384615384615382,0
396,0,300,20.807692307692303,2
397,0,67,1.169230769230769,1
398,1,300,20.42307692307692,1
399,1,300,17.269230769230774,0
400,0,70,3.2461538461538457,0
401,0,300,20.80769230769231,2
402,0,58,2.4999999999999996,1
403,0,277,-23.069230769230764,0
404,1,300,22.88461538461538,2
405,1,232,57.86923076923077,1
406,0,163,-40.146153846153844,2
407,0,55,2.346153846153846,0
408,0,300,10.807692307692308,2
409,0,55,0.6769230769230771,3
410,0,300,16.269230769230774,2
411,0,300,21.884615384615383,0
412,0,40,0.6000000000000001,0
413,0,61,1.192307692307692,3
414,1,300,23.038461538461533,2
415,0,73,1.5538461538461534,2
416,0,61,1.1923076923076925,3
417,0,300,1.2692307692307665,3
418,0,67,5.015384615384615,0
419,1,300,21.115384615384613,1
420,0,28,1.1846153846153844,2
421,0,49,1.5999999999999999,3
422,0,121,-62.92307692307692,0
423,0,88,4.1230769230769235,0
424,0,300,10.499999999999998,3
425,0,49,2.0615384615384613,1
426,0,300,12.961538461538467,0
427,0,76,1.223076923076923,0
428,0,300,11.807692307692312,2
429,1,151,80.41538461538462,2
430,0,193,-46.215384615384615,0
431,0,202,-44.06153846153846,3
432,1,100,64.04615384615384,1
433,1,300,103.34615384615385,3
434,0,300,20.269230769230774,1
435,0,64,3.4769230769230766,0
436,0,300,16.50000000000001,0
437,1,300,16.346153846153854,0
438,0,300,17.57692307692308,0
439,1,300,21.961538461538453,2
440,0,145,4.184615384615385,1
441,0,64,3.269230769230769,3
442,0,79,1.8615384615384611,3
443,1,202,72.09230769230768,3
444,1,166,45.16153846153846,3
445,0,115,6.846153846153847,0
446,0,49,1.9076923076923076,2
447,0,300,-25.499999999999993,3
448,0,300,-0.7307692307692264,3
449,0,300,14.269230769230775,2
450,0,67,1.784615384615384,0
451,1,300,87.49999999999999,3
452,0,300,18.423076923076927,1
453,1,300,17.038461538461544,0
454,0,40,2.3923076923076922,3
455,0,300,-5.3461538461538485,3
456,1,300,19.807692307692307,0
457,0,58,1.8846153846153846,2
458,1,300,18.34615384615385,0
459,1,217,52.27692307692308,0
460,0,300,7.038461538461542,3
461,1,280,61.62307692307692,1
462,0,88,3.6076923076923073,3
463,0,121,2.461538461538461,1
464,0,277,-57.530769230769224,0
465,0,91,3.2769230769230764,0
466,0,300,18.26923076923077,0
467,0,94,2.815384615384615,1
468,0,109,2.4846153846153842,3
469,0,190,-35.96153846153846,3
470,0,91,4.7384615384615385,0
471,0,300,10.423076923076932,2
472,0,76,2.0153846153846153,2
473,0,115,4.023076923076923,3
474,1,300,20.038461538461537,1
475,0,64,1.0153846153846156,0
476,0,178,-37.01538461538461,3
477,0,166,-39.761538461538464,3
478,0,103,6.176923076923078,0
479,0,169,4.753846153846155,3
480,0,118,3.923076923076922,0
481,0,64,1.8076923076923077,2
482,0,43,1.8307692307692305,0
483,0,70,4.015384615384615,1
484,1,300,17.730769230769234,0
485,1,25,58.723076923076924,0
486,0,106,4.407692307692308,2
487,0,67,2.7076923076923074,0
488,0,52,1.2923076923076922,3
489,0,85,4.453846153846154,3
490,0,52,1.6769230769230767,2
491,0,70,3.4769230769230766,0
492,0,202,-47.36923076923077,3
493,0,300,5.653846153846159,3
494,1,300,18.115384615384617,0
495,0,300,17.269230769230774,2
496,0,300,17.03846153846154,1
497,1,300,20.192307692307693,2
498,1,49,39.676923076923075,0
499,1,300,16.423076923076923,2
500,0,115,-40.207692307692305,2
501,0,300,13.961538461538469,0
502,1,300,22.19230769230769,0
503,0,46,1.3692307692307693,0
504,0,97,-34.261538461538464,0
505,0,300,17.73076923076923,0
506,0,300,6.038461538461549,3
507,0,28,1.1076923076923078,2
508,0,133,-51.02307692307692,0
509,0,300,12.884615384615394,1
510,0,70,2.4,0
511,0,67,1.2692307692307692,3
512,0,43,1.1384615384615384,0
513,1,300,124.57692307692308,3
514,0,58,2.4230769230769225,0
515,0,300,15.961538461538469,1
516,0,300,15.1923076923077,1
517,1,259,73.43846153846154,2
518,0,43,2.6769230769230767,0
519,0,70,2.1692307692307686,1
520,0,55,2.907692307692307,3
521,0,52,2.115384615384615,0
522,0,76,2.784615384615384,2
523,1,300,18.500000000000004,0
524,0,300,21.576923076923077,2
525,0,145,-32.96923076923077,0
526,0,61,2.7307692307692304,2
527,0,106,4.1,2
528,1,229,61.94615384615385,0
529,0,300,23.42307692307692,2
530,0,91,1.8153846153846152,0
531,0,196,-37.138461538461534,1
532,0,130,4.207692307692307,1
533,0,300,19.576923076923077,1
534,1,300,16.961538461538467,1
535,0,43,0.39230769230769236,3
536,0,112,3.7153846153846146,3
537,0,247,-45.230769230769226,2
538,0,28,0.7230769230769231,2
539,0,205,-25.00769230769231,0
540,0,139,4.438461538461538,3
541,0,300,20.499999999999996,1
542,1,55,29.06153846153846,2
543,1,205,52.53076923076923,0
544,0,300,-3.499999999999991,3
545,0,76,2.6307692307692303,3
546,0,280,-25.76153846153846,1
547,1,265,47.10769230769231,0
548,0,31,1.0846153846153845,1
549,0,73,3.4769230769230766,2
550,0,85,3.3000000000000003,3
551,0,52,1.2923076923076922,3
552,1,300,19.423076923076927,1
553,1,300,89.19230769230771,3
554,0,73,2.9384615384615382,2
555,1,223,47.50769230769231,2
556,0,300,21.192307692307693,2
557,1,300,20.730769230769226,0
558,0,300,-0.5769230769230731,3
559,0,64,1.7307692307692304,3
560,0,61,2.3461538461538463,2
561,0,300,18.961538461538467,1
562,0,184,7.24615384615385,0
563,0,300,8.115384615384626,3
564,1,300,21.499999999999996,0
565,0,133,4.43846153846154,2
566,0,40,2.1615384615384614,2
567,1,217,86.12307692307692,0
568,1,300,18.730769230769237,0
569,0,157,-39.06923076923077,0
570,0,300,0.961538461538467,3
571,0,40,0.29230769230769227,0
572,0,73,1.7076923076923074,3
573,0,300,20.346153846153847,2
574,1,300,16.884615384615387,1
575,0,88,2.738461538461538,0
576,1,300,24.03846153846153,2
577,0,106,4.176923076923077,1
578,0,58,2.423076923076923,2
579,0,64,2.4769230769230766,0
580,0,300,17.192307692307693,2
581,1,300,103.42307692307692,3
582,0,283,-26.607692307692304,2
583,1,300,20.346153846153847,1
584,0,300,-5.961538461538471,3
585,1,145,65.95384615384616,0
586,0,91,4.353846153846153,1
587,0,43,1.6769230769230767,1
588,1,300,18.26923076923077,1
589,0,49,1.6769230769230767,1
590,0,61,3.1153846153846154,3
591,1,300,23.192307692307686,1
592,1,300,23.038461538461533,2
593,0,151,-37.276923076923076,2
594,0,271,-39.89230769230769,2
595,0,94,5.73846153846154,1
596,0,163,-37.06923076923077,2
597,0,58,2.5769230769230766,0
598,0,85,1.4538461538461531,3
599,0,300,20.03846153846154,2
600,0,190,-38.57692307692307,3
601,1,208,42.761538461538464,1
602,0,91,2.2769230769230764,1
603,0,300,21.8076923076923,2
604,0,34,0.5461538461538463,1
605,0,136,-61.33076923076923,1
606,0,300,13.192307692307695,0
607,0,73,4.015384615384615,2
608,0,300,22.192307692307686,2
609,0,300,14.038461538461549,2
610,0,46,2.215384615384615,2
611,0,300,-6.576923076923077,3
612,0,244,-26.38461538461538,1
613,1,211,49.300000000000004,2
614,1,300,81.88461538461539,3
615,0,300,17.57692307692308,2
616,1,300,19.423076923076923,1
617,1,172,44.292307692307695,1
618,0,79,3.8615384615384607,3
619,0,49,0.9846153846153848,3
620,0,67,1.8076923076923075,3
621,1,300,18.500000000000007,0
622,0,37,3.315384615384615,3
623,1,145,58.33846153846154,0
624,0,300,20.807692307692307,1
625,0,28,1.2384615384615385,0
626,1,300,21.19230769230769,2
627,0,25,0.2615384615384615,1
628,0,300,9.576923076923071,3
629,1,300,22.269230769230763,1
630,1,112,63.56153846153846,1
631,0,70,3.1692307692307686,0
632,0,300,7.269230769230768,3
633,0,300,17.500000000000004,2
634,0,103,3.4076923076923076,1
635,1,181,56.19230769230769,0
636,1,300,19.73076923076923,1
637,0,49,1.0615384615384618,2
638,0,300,13.730769230769237,0
639,0,133,-35.1,0
640,0,49,0.9846153846153846,1
641,0,300,16.884615384615387,0
642,1,196,59.01538461538462,1
643,0,52,1.523076923076923,3
644,1,300,110.57692307692307,3
645,0,253,10.130769230769234,2
646,0,88,4.430769230769231,0
647,0,300,-1.8846153846153797,3
648,0,61,3.192307692307692,3
649,1,265,78.80000000000001,0
650,1,178,49.215384615384615,3
651,0,142,7.33846153846154,1
652,1,55,3.523076923076923,3
653,0,88,3.223076923076923,2
654,0,61,3.6538461538461537,2
655,0,300,6.730769230769239,3
656,1,300,97.34615384615385,3
657,0,154,4.699999999999999,2
658,0,115,3.4846153846153847,3
659,0,76,0.9384615384615386,3
660,1,202,66.55384615384615,3
661,1,300,14.269230769230768,1
662,1,160,55.16153846153846,1
663,0,214,9.661538461538465,1
664,0,73,2.7846153846153845,3
665,1,196,44.16923076923077,1
666,0,40,1.2384615384615385,2
667,1,300,87.26923076923076,3
668,0,300,-4.807692307692307,3
669,0,82,4.453846153846154,0
670,0,79,1.6076923076923075,1
671,0,300,18.269230769230774,2
672,0,300,19.115384615384617,0
673,0,289,-48.015384615384605,0
674,0,300,16.80769230769231,1
675,1,300,15.346153846153848,0
676,1,300,20.346153846153847,2
677,0,61,1.4230769230769231,3
678,0,127,4.461538461538462,3
679,0,82,2.6846153846153844,0
680,0,64,2.6538461538461537,3
681,1,160,78.08461538461539,1
682,0,166,-46.684615384615384,3
683,0,49,0.29230769230769227,1
684,0,91,1.9153846153846152,3
685,0,300,-13.730769230769226,3
686,0,85,2.992307692307692,2
687,0,46,4.2153846153846155,2
688,0,300,18.11538461538462,2
689,1,300,19.653846153846153,2
690,0,148,7.876923076923077,2
691,0,115,3.7923076923076917,3
692,0,160,5.292307692307693,0
693,0,76,4.838461538461539,0
694,0,79,2.784615384615384,3
695,1,226,48.276923076923076,3
696,0,28,0.7000000000000001,0
697,0,25,0.876923076923077,2
698,0,85,3.992307692307691,1
699,0,300,15.653846153846153,2
700,1,300,78.26923076923077,3
701,1,300,20.807692307692307,0
702,0,300,13.576923076923084,0
703,0,223,-57.87692307692307,2
704,0,214,10.353846153846158,2
705,0,55,2.2692307692307687,1
706,0,300,11.269230769230761,3
707,0,58,1.7307692307692304,0
708,0,49,1.2153846153846153,3
709,1,300,18.80769230769231,2
710,0,67,2.784615384615384,1
711,1,220,48.66153846153846,1
712,0,154,5.5461538461538495,1
713,1,300,16.653846153846157,0
714,0,49,2.2153846153846155,3
715,1,136,69.97692307692307,1
716,0,94,4.1230769230769235,0
717,0,106,2.1769230769230767,0
718,0,61,1.5769230769230766,1
719,0,73,3.5538461538461537,2
720,1,300,22.8076923076923,2
721,0,40,2.523076923076923,0
722,0,25,1.646153846153846,1
723,0,46,0.7538461538461539,0
724,0,58,3.0384615384615388,0
725,0,58,2.9615384615384612,1
726,0,52,1.446153846153846,3
727,1,187,42.5,2
728,1,244,51.92307692307693,1
729,0,172,-30.938461538461535,1
730,0,70,2.323076923076923,2
731,0,265,-32.5076923076923,0
732,0,300,16.115384615384617,1
733,1,300,16.730769230769237,0
734,0,73,2.707692307692307,2
735,0,67,2.0923076923076924,0
736,0,199,-45.676923076923075,2
737,0,300,18.038461538461537,2
738,0,300,16.038461538461547,2
739,0,52,1.192307692307692,0
740,1,300,23.11538461538461,1
741,1,300,87.03846153846155,3
742,1,154,61.64615384615385,3
743,0,300,-3.4230769230769234,3
744,0,61,0.42307692307692324,3
745,1,300,21.269230769230766,0
746,0,300,20.038461538461533,2
747,0,300,13.192307692307695,0
748,0,300,21.423076923076923,1
749,0,58,2.5,1
750,0,112,3.099999999999999,2
751,0,25,0.5692307692307693,2
752,0,300,-1.807692307692303,3
753,0,40,1.6,0
754,1,169,38.830769230769235,0
755,1,265,75.49230769230769,0
756,1,271,66.26153846153846,2
757,0,52,1.9846153846153847,3
758,0,67,1.2692307692307687,3
759,0,22,0.5692307692307693,0
760,1,199,70.63076923076923,2
761,0,64,2.5769230769230766,3
762,0,67,1.8076923076923075,3
763,0,64,1.4230769230769231,3
764,1,300,16.807692307692317,0
765,0,94,3.353846153846153,1
766,1,300,19.5,2
767,1,268,72.87692307692308,1
768,0,196,7.607692307692311,0
769,0,160,5.392307692307693,2
770,0,187,9.400000000000002,0
771,0,31,1.8769230769230767,3
772,0,112,4.484615384615385,2
773,0,268,-53.046153846153835,1
774,1,214,64.91538461538462,3
775,0,106,2.946153846153846,1
776,0,43,1.1615384615384614,3
777,0,300,16.423076923076927,2
778,0,25,0.2615384615384615,2
779,1,205,66.14615384615385,0
780,0,82,4.1461538461538465,1
781,1,154,42.95384615384616,3
782,0,61,3.423076923076923,2
783,0,300,18.192307692307693,2
784,1,300,21.80769230769231,1
785,0,43,1.5999999999999996,0
786,1,298,56.67692307692309,3
787,0,300,21.65384615384615,2
788,0,52,2.2923076923076917,2
789,0,76,2.6846153846153844,0
790,0,67,2.7076923076923074,1
791,0,300,-4.807692307692307,3
792,1,300,17.57692307692308,1
793,0,286,-40.45384615384615,3
794,1,300,19.576923076923077,2
795,1,300,17.96153846153847,1
796,0,31,1.2615384615384615,3
797,0,43,1.7538461538461534,1
798,0,100,2.1230769230769226,2
799,0,25,0.9538461538461539,3
800,0,43,1.523076923076923,1
801,0,76,2.323076923076923,3
802,0,300,18.653846153846153,1
803,0,300,16.346153846153854,2
804,0,300,20.5,2
805,0,300,16.03846153846154,2
806,1,28,82.41538461538461,1
807,0,121,-37.15384615384615,0
808,0,61,3.8846153846153846,1
809,0,300,14.653846153846157,2
810,1,262,65.36153846153847,3
811,0,118,5.000000000000002,1
812,1,300,77.88461538461539,3
813,1,208,49.45384615384616,1
814,0,43,1.5230769230769228,0
815,1,300,20.5,1
816,1,300,20.346153846153843,0
817,0,76,1.9923076923076923,0
818,0,46,0.13846153846153847,0
819,1,172,4.600000000000001,2
820,0,61,2.192307692307692,2
821,0,300,21.730769230769226,2
822,1,220,48.892307692307696,1
823,0,55,2.7307692307692304,1
824,1,202,44.784615384615385,3
825,0,40,1.9846153846153847,0
826,0,79,1.5307692307692302,1
827,1,166,54.62307692307692,3
828,0,300,22.038461538461533,2
829,1,106,52.43076923076923,3
830,0,238,-29.438461538461535,3
831,1,300,102.73076923076924,3
832,0,205,-31.161538461538456,0
833,0,49,0.21538461538461548,3
834,0,58,1.8846153846153846,1
835,0,73,2.4769230769230766,2
836,1,300,20.26923076923077,2
837,0,103,3.2538461538461534,0
838,1,300,14.346153846153852,1
839,1,300,24.499999999999993,0
840,0,58,2.6538461538461537,2
841,0,300,14.730769230769242,0
842,0,79,2.2999999999999994,1
843,0,55,2.6538461538461537,1
844,0,79,2.761538461538461,1
845,0,139,6.876923076923079,0
846,0,43,0.2923076923076924,0
847,0,55,2.6538461538461533,0
848,1,300,104.96153846153847,3
849,1,300,21.807692307692303,2
850,1,217,74.43076923076924,0
851,0,300,-21.34615384615384,3
852,0,82,2.761538461538461,0
853,1,274,55.10769230769231,3
854,0,300,0.1153846153846203,3
855,1,136,58.284615384615385,1
856,0,64,2.9615384615384612,3
857,0,64,2.884615384615384,2
858,1,300,95.8846153846154,3
